1,3,1,0,bajo/alto,1,0,0,TRUE,1.png
2,5,1,0,bajo/alto,3,0,0,TRUE,3_1.png
3,5,1,0,bajo/alto,3,0,0,TRUE,3_2.png
4,2,1,0,bajo/alto,4,0,0,TRUE,4.jpeg
5,5,1,0,bajo/alto,7,0,0,TRUE,7_1.png
6,5,1,0,bajo/alto,7,0,0,TRUE,7_2.png
7,1,1,0,bajo/alto,10,0,0,TRUE,10.jpeg
8,1,1,0,bajo/alto,11,0,0,TRUE,26.png
9,1,1,0,bajo/alto,5,0,0,FALSE,-
10,1,1,0,bajo/alto,12,0,0,TRUE,12.png
11,1,1,0,bajo/alto,13,0,0,TRUE,12.png
12,3,1,11,bajo/alto,14,0,0,TRUE,14.png
13,4,1,0,bajo/alto,15,0,0,TRUE,15.png
14,3,1,0,bajo/alto,18,0,0,TRUE,1.png
15,2,1,0,bajo/alto,19,0,0,TRUE,19.png
16,2,1,0,bajo/alto,20,0,0,TRUE,20.jpeg
17,3,1,0,bajo/alto,21,0,0,TRUE,21.png
18,4,1,0,bajo/alto,23,0,0,TRUE,23_1.jpeg
19,4,1,0,bajo/alto,23,0,0,TRUE,23_2.jpeg
20,1,1,0,bajo/alto,25,0,0,TRUE,25.jpeg
21,1,1,0,bajo/alto,26,0,0,TRUE,26.png
22,1,1,1;4;5,bajo/alto,133,0,0,FALSE,-
23,3,1,2;4;9,bajo/alto,133,0,0,FALSE,-
24,5,1,3;14,bajo/alto,133,0,0,FALSE,-
25,2,1,0,alto,76,0,0,TRUE,76_1.png
26,2,1,0,alto,76,0,0,TRUE,76_2.png
27,4,1,0,alto,76,0,0,TRUE,76_3.png
28,5,1,0,alto,76,0,0,TRUE,76_4.png
29,5,1,0,alto,76,0,0,TRUE,76_5.png
30,4,1,0,bajo,77,0,0,TRUE,77_1.png
31,2,1,0,bajo,77,0,0,TRUE,bonepiles_frostislands_1.png
32,2,1,0,bajo,77,0,0,TRUE,bonepiles_frostislands_2.png
33,5,1,0,bajo,77,0,0,TRUE,bonepiles_lavacaverns_1.png
34,5,1,0,bajo,77,0,0,TRUE,bonepiles_lavacaverns_2.png
35,3,1,0,bajo,79,0,0,TRUE,bonepiles_sandyplains_1.png
36,3,1,0,bajo,79,0,0,TRUE,bonepiles_sandyplains_2.png
37,1,1,0,bajo/alto,84,0,0,TRUE,bonepiles_shrineruins.png
38,1,1,0,alto,87,0,0,TRUE,bonepiles_shrineruins.png
39,2,1,0,alto,87,0,0,TRUE,bonepiles_frostislands_1.png
40,2,1,0,alto,87,0,0,TRUE,bonepiles_frostislands_2.png
41,4,1,0,alto,87,0,0,TRUE,bonepiles_floodedforest.png
42,3,1,0,alto,87,0,0,TRUE,bonepiles_sandyplains_1.png
43,3,1,0,alto,87,0,0,TRUE,bonepiles_sandyplains_2.png
44,5,1,0,alto,87,0,0,TRUE,bonepiles_lavacaverns_1.png
45,5,1,0,alto,87,0,0,TRUE,bonepiles_lavacaverns_2.png
46,5,1,0,bajo,89,0,0,TRUE,bonepiles_lavacaverns_1.png
47,5,1,0,bajo,89,0,0,TRUE,bonepiles_lavacaverns_2.png
48,1,1,0,bajo,90,0,0,TRUE,bonepiles_shrineruins.png
49,1,1,0,alto,91,0,0,TRUE,bonepiles_shrineruins.png
50,3,1,0,alto,264,0,0,TRUE,bonepiles_sandyplains_1.png
51,3,1,0,alto,264,0,0,TRUE,bonepiles_sandyplains_2.png
52,1,1,1; 4; 5; 6; 8; 9,bajo/alto,152,0,0,FALSE,-
53,4,1,4; 6; 7; 12,bajo/alto,152,0,0,FALSE,-
54,3,1,3; 7,bajo/alto,152,0,0,FALSE,-
55,1,1,1; 2; 3; 4; 10,bajo/alto,155,0,0,FALSE,-
56,4,1,1; 4; 6; 7; 11,bajo/alto,155,0,0,FALSE,-
57,2,1,4; 6,bajo/alto,155,0,0,FALSE,-
58,1,1,5; 7; 8; 10; 12,bajo/alto,156,0,0,FALSE,-
59,4,1,2.; 4; 7; 12; 13,bajo/alto,156,0,0,FALSE,-
60,2,1,8; 10,bajo/alto,156,0,0,FALSE,-
61,5,1,1; 7,bajo/alto,156,0,0,FALSE,-
62,1,1,1; 3; 8,bajo/alto,157,0,0,FALSE,-
63,4,1,10; 14,bajo/alto,157,0,0,FALSE,-
64,2,1,8,bajo/alto,157,0,0,FALSE,-
65,3,1,1,bajo/alto,157,0,0,FALSE,-
66,5,1,1; 9,bajo/alto,157,0,0,FALSE,-
67,1,1,1; 3; 6; 7; 9,bajo/alto,158,0,0,FALSE,-
68,4,1,2; 3; 6; 7; 8; 9,bajo/alto,158,0,0,FALSE,-
69,2,1,1; 4; 5; 7,bajo/alto,158,0,0,FALSE,-
70,5,1,1; 2; 3; 6; 9,bajo/alto,158,0,0,FALSE,-
71,2,1,0,bajo/alto,93,0,0,FALSE,-
72,1,1,0,bajo/alto,94,0,0,FALSE,-
73,2,1,0,bajo/alto,94,0,0,FALSE,-
74,3,1,0,bajo,96,0,0,FALSE,-
75,5,1,0,bajo,96,0,0,FALSE,-
76,4,1,0,alto,96,0,0,FALSE,-
77,3,1,0,alto,96,0,0,FALSE,-
78,4,1,0,bajo,97,0,0,FALSE,-
79,3,1,0,bajo,97,0,0,FALSE,-
80,1,1,0,alto,97,0,0,FALSE,-
81,4,1,0,alto,97,0,0,FALSE,-
82,1,1,0,bajo,98,0,0,FALSE,-
83,4,1,0,bajo,98,0,0,FALSE,-
84,3,1,0,bajo,98,0,0,FALSE,-
85,4,1,0,alto,98,0,0,FALSE,-
86,3,1,0,alto,98,0,0,FALSE,-
87,4,1,0,bajo,100,0,0,FALSE,-
88,3,1,0,bajo,100,0,0,FALSE,-
89,5,1,0,bajo,100,0,0,FALSE,-
90,4,1,0,alto,100,0,0,FALSE,-
91,1,1,0,bajo,101,0,0,FALSE,-
92,4,1,0,bajo,101,0,0,FALSE,-
93,2,1,0,bajo,101,0,0,FALSE,-
94,3,1,0,bajo,101,0,0,FALSE,-
95,5,1,0,bajo,101,0,0,FALSE,-
96,1,1,0,alto,101,0,0,FALSE,-
97,2,1,0,alto,101,0,0,FALSE,-
98,3,1,0,alto,101,0,0,FALSE,-
99,1,1,0,bajo,102,0,0,FALSE,-
100,4,1,0,bajo,102,0,0,FALSE,-
101,3,1,0,bajo,102,0,0,FALSE,-
102,1,1,0,alto,102,0,0,FALSE,-
103,4,1,0,alto,102,0,0,FALSE,-
104,3,1,0,alto,102,0,0,FALSE,-
105,1,1,0,bajo,103,0,0,FALSE,-
106,4,1,0,bajo,103,0,0,FALSE,-
107,2,1,0,bajo,103,0,0,FALSE,-
108,5,1,0,bajo,103,0,0,FALSE,-
109,1,1,0,alto,103,0,0,FALSE,-
110,4,1,0,alto,103,0,0,FALSE,-
111,2,1,0,alto,103,0,0,FALSE,-
112,3,1,0,alto,103,0,0,FALSE,-
113,1,1,0,bajo,105,0,0,FALSE,-
114,4,1,0,bajo,105,0,0,FALSE,-
115,2,1,0,bajo,105,0,0,FALSE,-
116,3,1,0,bajo,105,0,0,FALSE,-
117,5,1,0,bajo,105,0,0,FALSE,-
118,1,1,0,alto,105,0,0,FALSE,-
119,4,1,0,alto,105,0,0,FALSE,-
120,2,1,0,alto,105,0,0,FALSE,-
121,3,1,0,alto,105,0,0,FALSE,-
122,1,1,0,bajo,106,0,0,FALSE,-
123,2,1,0,bajo,106,0,0,FALSE,-
124,4,1,0,bajo,106,0,0,FALSE,-
125,6,1,0,bajo,106,0,0,FALSE,-
126,2,1,0,alto,106,0,0,FALSE,-
127,3,1,0,alto,106,0,0,FALSE,-
128,5,1,0,bajo/alto,484,0,0,FALSE,-
129,2,1,0,bajo/alto,484,0,0,FALSE,-
130,1,1,0,bajo/alto,693,0,0,FALSE,-
131,4,1,0,bajo/alto,693,0,0,FALSE,-
132,3,1,0,bajo/alto,693,0,0,FALSE,-
133,1,1,0,bajo/alto,694,0,0,FALSE,-
134,4,1,0,bajo/alto,694,0,0,FALSE,-
135,3,1,0,bajo/alto,694,0,0,FALSE,-
136,1,1,0,bajo/alto,549,0,0,FALSE,-
137,2,1,0,bajo/alto,549,0,0,FALSE,-
138,3,1,0,bajo/alto,549,0,0,FALSE,-
139,5,1,0,bajo/alto,550,0,0,TRUE,miningoutcrops_lavacaverns_1.png
140,5,1,0,bajo/alto,550,0,0,TRUE,miningoutcrops_lavacaverns_2.png
141,5,1,0,bajo/alto,551,0,0,TRUE,miningoutcrops_lavacaverns_1.png
142,5,1,0,bajo/alto,551,0,0,TRUE,miningoutcrops_lavacaverns_2.png
143,3,1,0,alto,552,0,0,TRUE,miningoutcrops_sandyplains_1.png
144,3,1,0,alto,552,0,0,TRUE,miningoutcrops_sandyplains_2.png
145,4,1,0,alto,552,0,0,TRUE,miningoutcrops_floodedforest.png
146,5,1,0,alto,552,0,0,TRUE,miningoutcrops_lavacaverns_1.png
147,5,1,0,alto,552,0,0,TRUE,miningoutcrops_lavacaverns_2.png
148,2,1,0,bajo/alto,553,0,0,TRUE,miningoutcrops_frostislands_1.png
149,2,1,0,bajo/alto,553,0,0,TRUE,miningoutcrops_frostislands_2.png
150,2,1,0,bajo/alto,554,0,0,TRUE,miningoutcrops_frostislands_1.png
151,2,1,0,bajo/alto,554,0,0,TRUE,miningoutcrops_frostislands_2.png
152,1,1,0,bajo/alto,555,0,0,TRUE,miningoutcrops_shrineruins.jpeg
153,4,1,0,bajo/alto,556,0,0,TRUE,miningoutcrops_floodedforest.png
154,4,1,0,bajo/alto,557,0,0,TRUE,miningoutcrops_floodedforest.png
155,3,1,0,bajo/alto,557,0,0,TRUE,miningoutcrops_sandyplains_1.png
156,3,1,0,bajo/alto,557,0,0,TRUE,miningoutcrops_sandyplains_2.png
157,5,1,0,bajo/alto,557,0,0,TRUE,miningoutcrops_lavacaverns_1.png
158,5,1,0,bajo/alto,557,0,0,TRUE,miningoutcrops_lavacaverns_2.png
159,4,1,0,bajo/alto,558,0,0,TRUE,miningoutcrops_floodedforest.png
160,1,1,0,alto,546,0,0,TRUE,miningoutcrops_shrineruins.jpeg
161,2,1,0,alto,546,0,0,TRUE,miningoutcrops_frostislands_1.png
162,2,1,0,alto,546,0,0,TRUE,miningoutcrops_frostislands_2.png
163,3,1,0,alto,546,0,0,TRUE,miningoutcrops_sandyplains_1.png
164,3,1,0,alto,546,0,0,TRUE,miningoutcrops_sandyplains_2.png
165,4,1,0,alto,546,0,0,TRUE,miningoutcrops_floodedforest.png
166,5,1,0,alto,546,0,0,TRUE,miningoutcrops_lavacaverns_1.png
167,5,1,0,alto,546,0,0,TRUE,miningoutcrops_lavacaverns_2.png
168,5,1,0,bajo/alto,547,0,0,TRUE,miningoutcrops_lavacaverns_1.png
169,5,1,0,bajo/alto,547,0,0,TRUE,miningoutcrops_lavacaverns_2.png
170,1,1,0,bajo/alto,548,0,0,TRUE,miningoutcrops_shrineruins.jpeg
171,2,1,0,bajo/alto,548,0,0,TRUE,miningoutcrops_frostislands_1.png
172,2,1,0,bajo/alto,548,0,0,TRUE,miningoutcrops_frostislands_2.png
173,3,1,0,bajo/alto,548,0,0,TRUE,miningoutcrops_sandyplains_1.png
174,3,1,0,bajo/alto,548,0,0,TRUE,miningoutcrops_sandyplains_2.png
175,4,1,0,bajo/alto,548,0,0,TRUE,miningoutcrops_floodedforest.png
176,5,1,0,bajo/alto,548,0,0,TRUE,miningoutcrops_lavacaverns_1.png
177,5,1,0,bajo/alto,548,0,0,TRUE,miningoutcrops_lavacaverns_2.png